qid,query,elapsed_sec,rapl_pkg_j,n_tables,n_join
34199,queries/stackoverflow/SQLStorm/34199.sql,15.057714,84.09063720703125,6,6
34276,queries/stackoverflow/SQLStorm/34276.sql,15.061477,78.52056884765625,4,5
34549,queries/stackoverflow/SQLStorm/34549.sql,15.099795,91.79962158203124,5,5
34585,queries/stackoverflow/SQLStorm/34585.sql,15.062469,86.935546875,4,4
3472,queries/stackoverflow/SQLStorm/3472.sql,15.231664,88.66986083984375,5,5
34814,queries/stackoverflow/SQLStorm/34814.sql,15.328346,83.67266845703125,5,8
369,queries/stackoverflow/SQLStorm/369.sql,15.062996,85.65161132812499,6,7
3737,queries/stackoverflow/SQLStorm/3737.sql,15.222614,84.44415283203125,5,5
3837,queries/stackoverflow/SQLStorm/3837.sql,15.063,84.41802978515625,5,4
3959,queries/stackoverflow/SQLStorm/3959.sql,15.088416,254.62487792968753,5,4
4249,queries/stackoverflow/SQLStorm/4249.sql,15.056656,90.08905029296876,4,3
442,queries/stackoverflow/SQLStorm/442.sql,15.075151,223.95349121093753,4,4
4436,queries/stackoverflow/SQLStorm/4436.sql,15.195825,87.2294921875,5,6
4490,queries/stackoverflow/SQLStorm/4490.sql,15.213637,86.88323974609375,5,6
451,queries/stackoverflow/SQLStorm/451.sql,15.05713,83.1378173828125,3,2
4517,queries/stackoverflow/SQLStorm/4517.sql,15.276409,88.0970458984375,5,6
4559,queries/stackoverflow/SQLStorm/4559.sql,15.055866,81.74395751953125,3,4
4654,queries/stackoverflow/SQLStorm/4654.sql,15.068755,234.47479248046875,4,4
4923,queries/stackoverflow/SQLStorm/4923.sql,15.068116,232.40374755859372,5,7
4934,queries/stackoverflow/SQLStorm/4934.sql,15.055168,236.19976806640625,4,7
5016,queries/stackoverflow/SQLStorm/5016.sql,15.242444,85.31567382812499,3,3
5052,queries/stackoverflow/SQLStorm/5052.sql,15.310867,87.77288818359375,3,2
515,queries/stackoverflow/SQLStorm/515.sql,15.304897,256.3131103515625,4,5
5150,queries/stackoverflow/SQLStorm/5150.sql,15.253894,85.8787841796875,3,2
5239,queries/stackoverflow/SQLStorm/5239.sql,15.068519,161.55865478515625,4,6
5315,queries/stackoverflow/SQLStorm/5315.sql,15.186661,86.5660400390625,4,5
5318,queries/stackoverflow/SQLStorm/5318.sql,15.22074,85.66571044921875,5,5
5361,queries/stackoverflow/SQLStorm/5361.sql,15.070865,239.40539550781247,3,3
5448,queries/stackoverflow/SQLStorm/5448.sql,15.227627,86.2227783203125,4,4
5621,queries/stackoverflow/SQLStorm/5621.sql,15.218236,169.99163818359375,4,4
5626,queries/stackoverflow/SQLStorm/5626.sql,15.065241,245.928466796875,3,4
5681,queries/stackoverflow/SQLStorm/5681.sql,15.265395,86.57177734375,4,3
5730,queries/stackoverflow/SQLStorm/5730.sql,15.225554,89.8648681640625,7,9
5789,queries/stackoverflow/SQLStorm/5789.sql,15.220588,89.87213134765625,5,5
