qid,query,elapsed_sec,rapl_pkg_j,n_tables,n_join,category
22511,queries/tpch/SQLStorm/22511.sql,15.070288,83.7176513671875,6,7,timeout
22519,queries/tpch/SQLStorm/22519.sql,15.054857,88.0538330078125,5,7,timeout
2252,queries/tpch/SQLStorm/2252.sql,15.05976,88.54156494140625,6,6,timeout
22531,queries/tpch/SQLStorm/22531.sql,15.054603,83.2911376953125,5,5,timeout
22546,queries/tpch/SQLStorm/22546.sql,0.055032,0.3466796875,5,5,error
22572,queries/tpch/SQLStorm/22572.sql,15.08425,102.39129638671876,6,7,timeout
22574,queries/tpch/SQLStorm/22574.sql,0.058822,0.38031005859375,6,6,error
22578,queries/tpch/SQLStorm/22578.sql,15.21429,87.8126220703125,7,9,timeout
22581,queries/tpch/SQLStorm/22581.sql,15.184096,110.69720458984376,6,7,timeout
2260,queries/tpch/SQLStorm/2260.sql,15.060934,84.5025634765625,6,6,timeout
22605,queries/tpch/SQLStorm/22605.sql,15.124453,85.72113037109375,8,9,timeout
22616,queries/tpch/SQLStorm/22616.sql,15.059414,92.72943115234376,6,7,timeout
22620,queries/tpch/SQLStorm/22620.sql,0.05582,0.35296630859375,8,8,error
2263,queries/tpch/SQLStorm/2263.sql,15.096946,81.85662841796875,7,8,timeout
22652,queries/tpch/SQLStorm/22652.sql,15.147343,110.824462890625,8,10,timeout
22659,queries/tpch/SQLStorm/22659.sql,0.054193,0.33721923828125,7,6,error
22667,queries/tpch/SQLStorm/22667.sql,15.222839,132.6973876953125,6,5,timeout
2268,queries/tpch/SQLStorm/2268.sql,15.102201,83.8369140625,6,6,timeout
22695,queries/tpch/SQLStorm/22695.sql,15.082235,84.82012939453125,6,8,timeout
22704,queries/tpch/SQLStorm/22704.sql,0.055242,0.3590087890625,7,5,error
22718,queries/tpch/SQLStorm/22718.sql,0.053467,0.34051513671875,5,5,error
22721,queries/tpch/SQLStorm/22721.sql,15.203391,81.72235107421875,7,7,timeout
22731,queries/tpch/SQLStorm/22731.sql,0.054986,0.34228515625,7,4,error
22736,queries/tpch/SQLStorm/22736.sql,15.145079,86.2332763671875,7,7,timeout
22738,queries/tpch/SQLStorm/22738.sql,15.084215,88.21948242187501,5,4,timeout
22739,queries/tpch/SQLStorm/22739.sql,0.054435,0.34246826171875,8,7,error
22790,queries/tpch/SQLStorm/22790.sql,15.178789,84.50756835937501,8,8,timeout
2283,queries/tpch/SQLStorm/2283.sql,15.157779,88.6119384765625,7,7,timeout
22843,queries/tpch/SQLStorm/22843.sql,15.057181,87.2073974609375,7,7,timeout
22846,queries/tpch/SQLStorm/22846.sql,15.136152,84.9639892578125,8,7,timeout
22873,queries/tpch/SQLStorm/22873.sql,15.267718,83.25469970703125,4,6,timeout
22879,queries/tpch/SQLStorm/22879.sql,15.331674,246.06384277343753,7,6,timeout
2288,queries/tpch/SQLStorm/2288.sql,15.146635,79.99505615234375,5,5,timeout
22902,queries/tpch/SQLStorm/22902.sql,15.163635,87.46240234375,7,6,timeout
22907,queries/tpch/SQLStorm/22907.sql,15.066175,84.7222900390625,6,6,timeout
22947,queries/tpch/SQLStorm/22947.sql,15.078159,101.78033447265624,8,6,timeout
22954,queries/tpch/SQLStorm/22954.sql,15.092814,109.7635498046875,6,5,timeout
22964,queries/tpch/SQLStorm/22964.sql,0.055216,0.35205078125,5,5,error
22965,queries/tpch/SQLStorm/22965.sql,15.07872,105.781982421875,6,6,timeout
22983,queries/tpch/SQLStorm/22983.sql,15.061969,82.39031982421875,5,5,timeout
2299,queries/tpch/SQLStorm/2299.sql,0.054345,0.3399658203125,8,8,error
23037,queries/tpch/SQLStorm/23037.sql,0.055756,0.36956787109375,8,9,error
23055,queries/tpch/SQLStorm/23055.sql,15.078666,85.59161376953125,6,6,timeout
23067,queries/tpch/SQLStorm/23067.sql,15.075209,87.923828125,8,8,timeout
23078,queries/tpch/SQLStorm/23078.sql,0.055097,0.34490966796875,4,4,error
23082,queries/tpch/SQLStorm/23082.sql,0.05438,0.33642578125,7,7,error
23099,queries/tpch/SQLStorm/23099.sql,15.128071,85.1483154296875,6,5,timeout
23124,queries/tpch/SQLStorm/23124.sql,0.059206,0.37750244140625,7,7,error
2313,queries/tpch/SQLStorm/2313.sql,15.384526,106.44598388671876,6,7,timeout
23133,queries/tpch/SQLStorm/23133.sql,15.223816,243.73864746093753,5,5,timeout
23148,queries/tpch/SQLStorm/23148.sql,0.054097,0.3419189453125,5,5,error
23166,queries/tpch/SQLStorm/23166.sql,0.055103,0.326416015625,7,7,error
23168,queries/tpch/SQLStorm/23168.sql,0.054137,0.34674072265625,8,8,error
23172,queries/tpch/SQLStorm/23172.sql,0.054454,0.33502197265625,8,7,error
23176,queries/tpch/SQLStorm/23176.sql,15.053924,83.08502197265625,6,5,timeout
23190,queries/tpch/SQLStorm/23190.sql,0.055867,0.37158203125,6,5,error
23201,queries/tpch/SQLStorm/23201.sql,15.056285,89.46801757812499,8,6,timeout
23206,queries/tpch/SQLStorm/23206.sql,15.081376,89.02655029296875,7,8,timeout
23227,queries/tpch/SQLStorm/23227.sql,15.057188,83.75689697265625,7,9,timeout
23232,queries/tpch/SQLStorm/23232.sql,15.206021,84.91235351562499,6,6,timeout
23239,queries/tpch/SQLStorm/23239.sql,15.306479,95.41802978515624,8,8,timeout
23242,queries/tpch/SQLStorm/23242.sql,15.074661,99.25982666015624,6,6,timeout
23262,queries/tpch/SQLStorm/23262.sql,15.086215,81.10986328125,6,5,timeout
23265,queries/tpch/SQLStorm/23265.sql,0.054097,0.34832763671875,7,6,error
23277,queries/tpch/SQLStorm/23277.sql,0.054192,0.34051513671875,6,5,error
23280,queries/tpch/SQLStorm/23280.sql,15.295085,91.76416015625,6,8,timeout
23284,queries/tpch/SQLStorm/23284.sql,15.387847,89.0797119140625,7,6,timeout
23285,queries/tpch/SQLStorm/23285.sql,15.064566,85.86981201171875,6,7,timeout
23292,queries/tpch/SQLStorm/23292.sql,15.135195,85.7669677734375,6,5,timeout
23332,queries/tpch/SQLStorm/23332.sql,15.095274,83.2711181640625,6,7,timeout
23339,queries/tpch/SQLStorm/23339.sql,15.107907,164.67279052734375,6,6,timeout
2342,queries/tpch/SQLStorm/2342.sql,15.071768,82.4261474609375,6,6,timeout
23420,queries/tpch/SQLStorm/23420.sql,15.11455,80.75738525390625,5,6,timeout
23425,queries/tpch/SQLStorm/23425.sql,0.056053,0.3651123046875,5,7,error
23453,queries/tpch/SQLStorm/23453.sql,15.193078,98.3597412109375,7,6,timeout
23460,queries/tpch/SQLStorm/23460.sql,15.053434,84.51837158203125,7,6,timeout
23483,queries/tpch/SQLStorm/23483.sql,15.184956,136.6495361328125,7,6,timeout
23484,queries/tpch/SQLStorm/23484.sql,15.140709,83.2684326171875,7,7,timeout
23487,queries/tpch/SQLStorm/23487.sql,15.142044,81.91217041015625,6,5,timeout
23490,queries/tpch/SQLStorm/23490.sql,0.060209,0.37799072265625,7,8,error
23504,queries/tpch/SQLStorm/23504.sql,15.28614,84.00640869140625,6,6,timeout
23515,queries/tpch/SQLStorm/23515.sql,15.068507,88.06268310546875,4,2,timeout
23525,queries/tpch/SQLStorm/23525.sql,15.074622,112.532470703125,8,9,timeout
23527,queries/tpch/SQLStorm/23527.sql,15.053976,83.34893798828125,7,7,timeout
23533,queries/tpch/SQLStorm/23533.sql,15.064026,83.92749023437501,5,4,timeout
23543,queries/tpch/SQLStorm/23543.sql,15.090192,81.9630126953125,6,6,timeout
23545,queries/tpch/SQLStorm/23545.sql,15.157509,234.74847412109372,7,12,timeout
23553,queries/tpch/SQLStorm/23553.sql,15.094881,82.93774414062499,5,8,timeout
2356,queries/tpch/SQLStorm/2356.sql,15.254001,97.27239990234376,5,4,timeout
23572,queries/tpch/SQLStorm/23572.sql,15.059731,87.3143310546875,6,6,timeout
23578,queries/tpch/SQLStorm/23578.sql,15.068805,87.59497070312499,8,8,timeout
23593,queries/tpch/SQLStorm/23593.sql,15.235251,82.75463867187501,5,3,timeout
23604,queries/tpch/SQLStorm/23604.sql,15.106061,107.76043701171876,6,8,timeout
23608,queries/tpch/SQLStorm/23608.sql,15.110599,106.32049560546876,7,11,timeout
23616,queries/tpch/SQLStorm/23616.sql,0.054609,0.331787109375,4,4,error
23633,queries/tpch/SQLStorm/23633.sql,15.126661,84.4534912109375,8,8,timeout
23647,queries/tpch/SQLStorm/23647.sql,15.101709,85.66455078125,7,9,timeout
23670,queries/tpch/SQLStorm/23670.sql,15.149284,130.7166748046875,6,6,timeout
23671,queries/tpch/SQLStorm/23671.sql,15.077333,83.60845947265625,6,4,timeout
23676,queries/tpch/SQLStorm/23676.sql,15.058543,94.11328125,6,4,timeout
2368,queries/tpch/SQLStorm/2368.sql,15.114824,84.7550048828125,6,6,timeout
23682,queries/tpch/SQLStorm/23682.sql,15.259464,81.63726806640625,5,6,timeout
23685,queries/tpch/SQLStorm/23685.sql,15.352718,247.10650634765625,8,8,timeout
23691,queries/tpch/SQLStorm/23691.sql,0.057325,0.36883544921875,5,5,error
23713,queries/tpch/SQLStorm/23713.sql,0.054644,0.33294677734375,7,4,error
23714,queries/tpch/SQLStorm/23714.sql,15.121274,85.50506591796875,6,7,timeout
23745,queries/tpch/SQLStorm/23745.sql,15.146799,84.25445556640625,7,6,timeout
23765,queries/tpch/SQLStorm/23765.sql,0.054644,0.34246826171875,6,6,error
23779,queries/tpch/SQLStorm/23779.sql,15.053181,81.6260986328125,7,4,timeout
23787,queries/tpch/SQLStorm/23787.sql,0.055522,0.3511962890625,4,3,error
2379,queries/tpch/SQLStorm/2379.sql,15.11984,83.3580322265625,7,7,timeout
23799,queries/tpch/SQLStorm/23799.sql,15.063174,103.2626953125,6,5,timeout
23802,queries/tpch/SQLStorm/23802.sql,15.151116,218.938232421875,6,7,timeout
23818,queries/tpch/SQLStorm/23818.sql,15.136694,78.92608642578125,6,4,timeout
23822,queries/tpch/SQLStorm/23822.sql,15.05449,86.68792724609375,8,6,timeout
23840,queries/tpch/SQLStorm/23840.sql,0.05516,0.343994140625,6,6,error
23847,queries/tpch/SQLStorm/23847.sql,15.05533,81.94378662109375,8,9,timeout
23852,queries/tpch/SQLStorm/23852.sql,15.096612,83.66375732421875,6,5,timeout
23870,queries/tpch/SQLStorm/23870.sql,15.056903,89.39453125,7,5,timeout
23900,queries/tpch/SQLStorm/23900.sql,15.218469,84.6878662109375,6,5,timeout
23908,queries/tpch/SQLStorm/23908.sql,15.192628,85.21801757812499,8,8,timeout
23955,queries/tpch/SQLStorm/23955.sql,15.27508,191.99945068359372,8,9,timeout
23993,queries/tpch/SQLStorm/23993.sql,0.056666,0.36474609375,2,2,error
23999,queries/tpch/SQLStorm/23999.sql,0.05517,0.34747314453125,5,5,error
240,queries/tpch/SQLStorm/240.sql,15.140144,116.70172119140624,7,7,timeout
24001,queries/tpch/SQLStorm/24001.sql,0.054989,0.34539794921875,5,5,error
24002,queries/tpch/SQLStorm/24002.sql,0.054248,0.3321533203125,6,7,error
24008,queries/tpch/SQLStorm/24008.sql,15.069801,92.94750976562499,5,4,timeout
24012,queries/tpch/SQLStorm/24012.sql,15.115304,83.2635498046875,7,7,timeout
2403,queries/tpch/SQLStorm/2403.sql,15.115636,83.56927490234375,8,8,timeout
24030,queries/tpch/SQLStorm/24030.sql,0.054326,0.34564208984375,6,6,error
24034,queries/tpch/SQLStorm/24034.sql,15.111433,86.3460693359375,6,5,timeout
2408,queries/tpch/SQLStorm/2408.sql,15.089698,82.09564208984375,6,6,timeout
24099,queries/tpch/SQLStorm/24099.sql,15.409347,89.30889892578125,8,6,timeout
24107,queries/tpch/SQLStorm/24107.sql,0.055113,0.34368896484375,6,6,error
24114,queries/tpch/SQLStorm/24114.sql,0.054753,0.34674072265625,7,7,error
24142,queries/tpch/SQLStorm/24142.sql,0.05879,0.37310791015625,7,7,error
24153,queries/tpch/SQLStorm/24153.sql,15.0837,90.271484375,7,8,timeout
24174,queries/tpch/SQLStorm/24174.sql,0.058896,0.37750244140625,5,4,error
24176,queries/tpch/SQLStorm/24176.sql,15.073932,88.81134033203125,7,7,timeout
24184,queries/tpch/SQLStorm/24184.sql,15.067606,84.03106689453125,5,5,timeout
24190,queries/tpch/SQLStorm/24190.sql,0.05503,0.3446044921875,7,8,error
24196,queries/tpch/SQLStorm/24196.sql,15.104451,84.70855712890625,6,6,timeout
24200,queries/tpch/SQLStorm/24200.sql,0.057674,0.34686279296875,6,5,error
24204,queries/tpch/SQLStorm/24204.sql,15.06088,82.00579833984375,7,6,timeout
2421,queries/tpch/SQLStorm/2421.sql,15.082514,95.0938720703125,4,3,timeout
24214,queries/tpch/SQLStorm/24214.sql,15.057779,88.3487548828125,8,6,timeout
24216,queries/tpch/SQLStorm/24216.sql,15.218819,111.65966796875,6,6,timeout
24229,queries/tpch/SQLStorm/24229.sql,15.07088,86.3289794921875,5,6,timeout
24235,queries/tpch/SQLStorm/24235.sql,15.220633,99.81909179687501,7,6,timeout
24249,queries/tpch/SQLStorm/24249.sql,15.054274,82.994140625,6,5,timeout
24251,queries/tpch/SQLStorm/24251.sql,15.054213,85.49114990234375,7,5,timeout
24259,queries/tpch/SQLStorm/24259.sql,15.158216,103.4180908203125,7,7,timeout
24263,queries/tpch/SQLStorm/24263.sql,15.059898,78.9296875,5,4,timeout
24279,queries/tpch/SQLStorm/24279.sql,15.21957,242.21154785156247,6,7,timeout
24289,queries/tpch/SQLStorm/24289.sql,0.054916,0.34991455078125,6,5,error
24297,queries/tpch/SQLStorm/24297.sql,0.054244,0.34222412109375,7,5,error
24301,queries/tpch/SQLStorm/24301.sql,15.084252,95.4442138671875,7,6,timeout
24310,queries/tpch/SQLStorm/24310.sql,15.090312,87.49682617187501,6,7,timeout
24312,queries/tpch/SQLStorm/24312.sql,15.086327,87.71270751953125,6,6,timeout
2432,queries/tpch/SQLStorm/2432.sql,0.055009,0.35577392578125,6,7,error
24345,queries/tpch/SQLStorm/24345.sql,15.314437,87.8248291015625,7,8,timeout
2435,queries/tpch/SQLStorm/2435.sql,15.125676,85.7891845703125,5,4,timeout
24353,queries/tpch/SQLStorm/24353.sql,15.093377,220.44952392578125,7,7,timeout
24363,queries/tpch/SQLStorm/24363.sql,15.094032,92.6151123046875,5,5,timeout
24376,queries/tpch/SQLStorm/24376.sql,15.053906,83.93139648437501,5,4,timeout
2438,queries/tpch/SQLStorm/2438.sql,15.087856,186.95684814453125,4,4,timeout
24408,queries/tpch/SQLStorm/24408.sql,0.058663,0.37139892578125,6,6,error
24423,queries/tpch/SQLStorm/24423.sql,15.6373,91.47222900390624,8,11,timeout
24424,queries/tpch/SQLStorm/24424.sql,15.055235,90.8544921875,4,3,timeout
24428,queries/tpch/SQLStorm/24428.sql,0.055258,0.3404541015625,7,5,error
24451,queries/tpch/SQLStorm/24451.sql,15.160712,117.254150390625,7,8,timeout
24455,queries/tpch/SQLStorm/24455.sql,0.057776,0.364501953125,4,3,error
24464,queries/tpch/SQLStorm/24464.sql,0.054967,0.34478759765625,8,11,error
24474,queries/tpch/SQLStorm/24474.sql,15.065424,99.44458007812499,6,5,timeout
24476,queries/tpch/SQLStorm/24476.sql,15.080967,89.2847900390625,6,8,timeout
24478,queries/tpch/SQLStorm/24478.sql,15.06077,92.09893798828125,4,3,timeout
24490,queries/tpch/SQLStorm/24490.sql,15.053643,82.8406982421875,5,7,timeout
24492,queries/tpch/SQLStorm/24492.sql,15.074278,118.242919921875,8,10,timeout
24494,queries/tpch/SQLStorm/24494.sql,15.309261,239.69500732421875,8,12,timeout
24497,queries/tpch/SQLStorm/24497.sql,15.090091,93.84228515625,6,11,timeout
24510,queries/tpch/SQLStorm/24510.sql,15.193203,85.63989257812499,6,4,timeout
24523,queries/tpch/SQLStorm/24523.sql,0.054117,0.34307861328125,8,6,error
24538,queries/tpch/SQLStorm/24538.sql,15.15879,87.4344482421875,6,11,timeout
24554,queries/tpch/SQLStorm/24554.sql,15.125978,85.2452392578125,6,4,timeout
24567,queries/tpch/SQLStorm/24567.sql,15.120529,94.90747070312499,6,6,timeout
24575,queries/tpch/SQLStorm/24575.sql,0.053831,0.3426513671875,6,8,error
2458,queries/tpch/SQLStorm/2458.sql,15.166027,82.62969970703125,7,8,timeout
24581,queries/tpch/SQLStorm/24581.sql,15.096116,87.84350585937501,5,8,timeout
24583,queries/tpch/SQLStorm/24583.sql,15.115373,88.8271484375,6,5,timeout
24589,queries/tpch/SQLStorm/24589.sql,15.069503,86.45745849609375,7,7,timeout
2459,queries/tpch/SQLStorm/2459.sql,15.262442,86.31567382812499,5,5,timeout
24590,queries/tpch/SQLStorm/24590.sql,15.180041,111.3173828125,6,6,timeout
24600,queries/tpch/SQLStorm/24600.sql,0.054939,0.3448486328125,7,6,error
24604,queries/tpch/SQLStorm/24604.sql,15.058626,88.35968017578125,7,5,timeout
24609,queries/tpch/SQLStorm/24609.sql,15.247294,166.78167724609375,6,7,timeout
24620,queries/tpch/SQLStorm/24620.sql,15.053411,83.25970458984375,7,9,timeout
24622,queries/tpch/SQLStorm/24622.sql,15.153323,86.01733398437501,7,6,timeout
24627,queries/tpch/SQLStorm/24627.sql,15.055154,82.87591552734375,7,7,timeout
24633,queries/tpch/SQLStorm/24633.sql,0.05349,0.3411865234375,6,10,error
24643,queries/tpch/SQLStorm/24643.sql,0.054965,0.32342529296875,5,5,error
24691,queries/tpch/SQLStorm/24691.sql,0.05463,0.3458251953125,7,8,error
24692,queries/tpch/SQLStorm/24692.sql,15.0773,104.13897705078124,7,5,timeout
24711,queries/tpch/SQLStorm/24711.sql,15.121924,86.71185302734375,8,6,timeout
24719,queries/tpch/SQLStorm/24719.sql,15.054609,83.00689697265625,7,8,timeout
24723,queries/tpch/SQLStorm/24723.sql,15.262192,104.49029541015624,7,7,timeout
24726,queries/tpch/SQLStorm/24726.sql,15.079501,84.291015625,7,8,timeout
24727,queries/tpch/SQLStorm/24727.sql,15.589502,94.38507080078125,6,6,timeout
24737,queries/tpch/SQLStorm/24737.sql,15.137602,195.64599609375,6,3,timeout
24755,queries/tpch/SQLStorm/24755.sql,15.303854,250.35656738281247,7,6,timeout
24774,queries/tpch/SQLStorm/24774.sql,15.259685,104.84808349609376,5,7,timeout
24797,queries/tpch/SQLStorm/24797.sql,0.054056,0.33831787109375,8,10,error
24816,queries/tpch/SQLStorm/24816.sql,15.081566,85.9521484375,8,8,timeout
2483,queries/tpch/SQLStorm/2483.sql,15.097744,86.67132568359375,4,4,timeout
24841,queries/tpch/SQLStorm/24841.sql,15.062995,85.20831298828125,7,6,timeout
24842,queries/tpch/SQLStorm/24842.sql,15.057325,84.90252685546875,6,6,timeout
24855,queries/tpch/SQLStorm/24855.sql,15.09814,84.15698242187501,5,2,timeout
24868,queries/tpch/SQLStorm/24868.sql,0.058196,0.36395263671875,6,7,error
24872,queries/tpch/SQLStorm/24872.sql,0.054046,0.345703125,5,8,error
24912,queries/tpch/SQLStorm/24912.sql,15.134837,88.3614501953125,6,6,timeout
24917,queries/tpch/SQLStorm/24917.sql,0.054006,0.3421630859375,8,8,error
24960,queries/tpch/SQLStorm/24960.sql,15.181979,89.24633789062499,7,7,timeout
24995,queries/tpch/SQLStorm/24995.sql,0.05435,0.34661865234375,7,5,error
250,queries/tpch/SQLStorm/250.sql,15.084958,141.98773193359375,4,4,timeout
25001,queries/tpch/SQLStorm/25001.sql,15.229589,183.53240966796875,6,5,timeout
25002,queries/tpch/SQLStorm/25002.sql,15.195602,135.2752685546875,8,7,timeout
25003,queries/tpch/SQLStorm/25003.sql,15.133134,104.6966552734375,6,5,timeout
25007,queries/tpch/SQLStorm/25007.sql,15.088574,107.453857421875,6,5,timeout
25008,queries/tpch/SQLStorm/25008.sql,15.218297,181.49658203125,6,5,timeout
25011,queries/tpch/SQLStorm/25011.sql,15.104935,95.71746826171875,4,3,timeout
25016,queries/tpch/SQLStorm/25016.sql,15.053625,89.14813232421875,5,4,timeout
25020,queries/tpch/SQLStorm/25020.sql,15.146995,86.10809326171875,5,4,timeout
25021,queries/tpch/SQLStorm/25021.sql,0.054247,0.333740234375,5,4,error
25022,queries/tpch/SQLStorm/25022.sql,0.380072,4.96881103515625,3,2,error
25050,queries/tpch/SQLStorm/25050.sql,15.107513,99.11480712890624,7,6,timeout
25066,queries/tpch/SQLStorm/25066.sql,15.224123,159.26397705078125,8,7,timeout
25074,queries/tpch/SQLStorm/25074.sql,15.088512,189.34356689453125,5,4,timeout
25106,queries/tpch/SQLStorm/25106.sql,15.163204,101.283203125,7,6,timeout
25110,queries/tpch/SQLStorm/25110.sql,0.055411,0.36749267578125,6,5,error
25111,queries/tpch/SQLStorm/25111.sql,15.138375,96.51202392578125,8,7,timeout
25112,queries/tpch/SQLStorm/25112.sql,15.110815,88.00457763671875,6,5,timeout
25124,queries/tpch/SQLStorm/25124.sql,15.103604,104.44940185546876,7,6,timeout
25126,queries/tpch/SQLStorm/25126.sql,15.171328,96.5670166015625,6,5,timeout
25137,queries/tpch/SQLStorm/25137.sql,15.273844,234.50134277343753,7,6,timeout
25141,queries/tpch/SQLStorm/25141.sql,15.136092,194.46807861328125,6,5,timeout
25153,queries/tpch/SQLStorm/25153.sql,15.156461,125.85284423828124,7,6,timeout
25157,queries/tpch/SQLStorm/25157.sql,15.125807,135.77685546875,6,5,timeout
25166,queries/tpch/SQLStorm/25166.sql,15.060645,85.0662841796875,5,4,timeout
25170,queries/tpch/SQLStorm/25170.sql,15.07943,186.69006347656247,5,4,timeout
25175,queries/tpch/SQLStorm/25175.sql,15.077221,185.70709228515625,3,2,timeout
25189,queries/tpch/SQLStorm/25189.sql,15.159595,123.3704833984375,6,5,timeout
25193,queries/tpch/SQLStorm/25193.sql,15.106991,92.9227294921875,7,8,timeout
25198,queries/tpch/SQLStorm/25198.sql,15.122348,110.20013427734376,6,5,timeout
25199,queries/tpch/SQLStorm/25199.sql,15.254948,215.696044921875,7,6,timeout
2520,queries/tpch/SQLStorm/2520.sql,15.110173,108.7381591796875,7,10,timeout
25200,queries/tpch/SQLStorm/25200.sql,15.094757,103.32684326171876,6,5,timeout
25209,queries/tpch/SQLStorm/25209.sql,15.260041,172.0140380859375,7,6,timeout
25229,queries/tpch/SQLStorm/25229.sql,15.142818,108.0743408203125,8,7,timeout
25241,queries/tpch/SQLStorm/25241.sql,15.154844,105.59197998046876,5,4,timeout
25259,queries/tpch/SQLStorm/25259.sql,15.081093,95.3521728515625,5,4,timeout
25265,queries/tpch/SQLStorm/25265.sql,15.07087,91.39019775390624,3,2,timeout
25278,queries/tpch/SQLStorm/25278.sql,15.225953,145.87872314453125,8,7,timeout
25282,queries/tpch/SQLStorm/25282.sql,0.055383,0.34527587890625,5,4,error
25312,queries/tpch/SQLStorm/25312.sql,0.054134,0.3389892578125,5,4,error
25324,queries/tpch/SQLStorm/25324.sql,15.221172,164.103271484375,8,7,timeout
25341,queries/tpch/SQLStorm/25341.sql,15.080326,92.74322509765624,5,5,timeout
25349,queries/tpch/SQLStorm/25349.sql,15.275366,155.38580322265625,8,7,timeout
25355,queries/tpch/SQLStorm/25355.sql,15.172124,109.47662353515624,6,5,timeout
25379,queries/tpch/SQLStorm/25379.sql,15.269553,163.45098876953125,7,6,timeout
25381,queries/tpch/SQLStorm/25381.sql,15.063946,86.6253662109375,4,3,timeout
25404,queries/tpch/SQLStorm/25404.sql,15.264913,146.9849853515625,8,7,timeout
25420,queries/tpch/SQLStorm/25420.sql,15.078387,93.78765869140624,5,4,timeout
25471,queries/tpch/SQLStorm/25471.sql,15.107889,96.53955078125,7,6,timeout
25478,queries/tpch/SQLStorm/25478.sql,15.224728,179.21661376953125,8,7,timeout
25481,queries/tpch/SQLStorm/25481.sql,15.108275,115.64056396484376,5,4,timeout
25518,queries/tpch/SQLStorm/25518.sql,15.184882,133.26812744140625,7,6,timeout
25527,queries/tpch/SQLStorm/25527.sql,15.368795,254.00549316406247,4,3,timeout
25532,queries/tpch/SQLStorm/25532.sql,15.107056,99.103515625,6,5,timeout
25537,queries/tpch/SQLStorm/25537.sql,15.101423,107.94500732421876,6,5,timeout
25549,queries/tpch/SQLStorm/25549.sql,15.111771,90.01635742187501,7,6,timeout
25565,queries/tpch/SQLStorm/25565.sql,15.194833,136.12200927734375,8,7,timeout
25589,queries/tpch/SQLStorm/25589.sql,15.123912,103.2142333984375,6,5,timeout
25591,queries/tpch/SQLStorm/25591.sql,15.217357,182.6298828125,8,7,timeout
25608,queries/tpch/SQLStorm/25608.sql,15.059266,91.49688720703124,5,4,timeout
25630,queries/tpch/SQLStorm/25630.sql,15.105714,98.42242431640624,5,4,timeout
25633,queries/tpch/SQLStorm/25633.sql,15.054977,86.04815673828125,4,2,timeout
25635,queries/tpch/SQLStorm/25635.sql,15.248562,241.4306640625,6,5,timeout
25639,queries/tpch/SQLStorm/25639.sql,15.17707,182.63049316406247,5,4,timeout
25640,queries/tpch/SQLStorm/25640.sql,15.282787,210.59649658203125,8,7,timeout
25649,queries/tpch/SQLStorm/25649.sql,15.128226,105.08984375,6,5,timeout
25650,queries/tpch/SQLStorm/25650.sql,15.248663,86.19903564453125,6,5,timeout
25653,queries/tpch/SQLStorm/25653.sql,15.27225,210.089111328125,8,7,timeout
25666,queries/tpch/SQLStorm/25666.sql,15.146288,136.158447265625,4,3,timeout
25679,queries/tpch/SQLStorm/25679.sql,15.220702,181.62689208984372,8,7,timeout
25687,queries/tpch/SQLStorm/25687.sql,15.106059,111.222900390625,6,5,timeout
25689,queries/tpch/SQLStorm/25689.sql,15.16462,196.74462890625,8,7,timeout
2569,queries/tpch/SQLStorm/2569.sql,15.055824,93.10430908203124,7,11,timeout
25697,queries/tpch/SQLStorm/25697.sql,15.062508,85.41644287109375,7,6,timeout
25736,queries/tpch/SQLStorm/25736.sql,15.246859,182.70989990234372,6,5,timeout
2575,queries/tpch/SQLStorm/2575.sql,15.105801,95.2357177734375,6,6,timeout
25753,queries/tpch/SQLStorm/25753.sql,15.193946,241.49993896484372,6,5,timeout
25754,queries/tpch/SQLStorm/25754.sql,15.257987,193.84844970703125,8,7,timeout
25761,queries/tpch/SQLStorm/25761.sql,16.311399,100.7503662109375,6,6,timeout
25769,queries/tpch/SQLStorm/25769.sql,15.09599,98.3529052734375,7,6,timeout
25774,queries/tpch/SQLStorm/25774.sql,15.08922,99.3436279296875,6,5,timeout
25781,queries/tpch/SQLStorm/25781.sql,0.055113,0.34600830078125,5,4,error
25782,queries/tpch/SQLStorm/25782.sql,15.070968,94.4820556640625,6,6,timeout
25793,queries/tpch/SQLStorm/25793.sql,15.137489,86.0947265625,5,3,timeout
25796,queries/tpch/SQLStorm/25796.sql,15.09731,97.82037353515624,4,3,timeout
25805,queries/tpch/SQLStorm/25805.sql,15.092709,103.45611572265624,5,4,timeout
25815,queries/tpch/SQLStorm/25815.sql,0.0558,0.358642578125,6,5,error
2583,queries/tpch/SQLStorm/2583.sql,15.059141,86.64471435546875,5,4,timeout
25830,queries/tpch/SQLStorm/25830.sql,15.167135,181.47082519531247,6,5,timeout
25834,queries/tpch/SQLStorm/25834.sql,15.085482,93.19195556640624,8,8,timeout
25849,queries/tpch/SQLStorm/25849.sql,15.091908,106.3125,6,5,timeout
25863,queries/tpch/SQLStorm/25863.sql,0.054919,0.3443603515625,6,5,error
25876,queries/tpch/SQLStorm/25876.sql,15.203976,240.56188964843753,5,4,timeout
25878,queries/tpch/SQLStorm/25878.sql,15.176502,107.7547607421875,8,6,timeout
25880,queries/tpch/SQLStorm/25880.sql,15.171744,173.0152587890625,7,6,timeout
25886,queries/tpch/SQLStorm/25886.sql,16.568426,198.02471923828125,6,5,timeout
25888,queries/tpch/SQLStorm/25888.sql,15.056527,72.28289794921875,4,4,timeout
25907,queries/tpch/SQLStorm/25907.sql,15.219539,235.13122558593753,6,5,timeout
