timestamp_utc,run_id,pg_version,query,phase,batch_index,copy_index,batchnum,runs,server_planning_ms,server_execution_ms,plan_nodes,scan_nodes,rows_out,rows_processed,rows_estimated,bytes_processed,rows_removed_filter,workers_launched,relations,shared_hit_blks,shared_read_blks,shared_dirtied_blks,shared_written_blks,temp_read_blks,temp_written_blks,failed
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,queries/Core/04_join_scale/join_10kx25.sql,warmup,1,1,1,3,1.028,18.972,4,2,50000,100050,50000,400200,0,0,supplier;nation,0,1110,0,0,0,0,0
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,queries/Core/04_join_scale/join_10kx25.sql,warmup,2,1,1,3,0.307,10.683,4,2,50000,100050,50000,400200,0,0,supplier;nation,1110,0,0,0,0,0,0
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,queries/Core/04_join_scale/join_10kx25.sql,measured,1,1,10,3,0.314,10.591,4,2,50000,100050,50000,400200,0,0,supplier;nation,1110,0,0,0,0,0,0
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,queries/Core/04_join_scale/join_10kx25.sql,measured,1,2,10,3,0.047,9.351,4,2,50000,100050,50000,400200,0,0,supplier;nation,1110,0,0,0,0,0,0
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,queries/Core/04_join_scale/join_10kx25.sql,measured,1,3,10,3,0.026,9.223,4,2,50000,100050,50000,400200,0,0,supplier;nation,1110,0,0,0,0,0,0
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,queries/Core/04_join_scale/join_10kx25.sql,measured,1,4,10,3,0.028,9.384,4,2,50000,100050,50000,400200,0,0,supplier;nation,1110,0,0,0,0,0,0
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,queries/Core/04_join_scale/join_10kx25.sql,measured,1,5,10,3,0.042,9.269,4,2,50000,100050,50000,400200,0,0,supplier;nation,1110,0,0,0,0,0,0
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,queries/Core/04_join_scale/join_10kx25.sql,measured,1,6,10,3,0.028,9.397,4,2,50000,100050,50000,400200,0,0,supplier;nation,1110,0,0,0,0,0,0
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,queries/Core/04_join_scale/join_10kx25.sql,measured,1,7,10,3,0.029,9.398,4,2,50000,100050,50000,400200,0,0,supplier;nation,1110,0,0,0,0,0,0
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,queries/Core/04_join_scale/join_10kx25.sql,measured,1,8,10,3,0.039,9.356,4,2,50000,100050,50000,400200,0,0,supplier;nation,1110,0,0,0,0,0,0
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,queries/Core/04_join_scale/join_10kx25.sql,measured,1,9,10,3,0.042,9.211,4,2,50000,100050,50000,400200,0,0,supplier;nation,1110,0,0,0,0,0,0
2026-07-27T10:11:24Z,97BC468561FC65F9,14.23,queries/Core/04_join_scale/join_10kx25.sql,measured,1,10,10,3,0.025,9.174,4,2,50000,100050,50000,400200,0,0,supplier;nation,1110,0,0,0,0,0,0
